User ID,Geographical Region,Treatment,Engagement Time (min),Views,Likes,Shares,Completion Rate (%),Conversion,Date
47808,Europe,Control,79,10,3,3,,FALSE,7/2/2019
47808,Europe,Control,184,2,1,2,97.18835651,TRUE,7/4/2019
47808,Europe,Control,128,7,2,1,79.42830635,TRUE,7/4/2019
45704,Asia,A,38,9,6,3,,FALSE,7/9/2019
45704,Asia,A,154,1,0,2,,FALSE,7/5/2019
45704,Asia,A,129,2,1,2,,FALSE,7/5/2019
45704,Asia,A,118,5,5,1,,FALSE,7/6/2019
45704,Asia,A,142,1,1,3,,FALSE,7/7/2019
45704,Asia,A,149,2,2,1,,FALSE,7/2/2019
45704,Asia,A,43,9,5,2,,FALSE,7/2/2019
45704,Asia,A,41,2,0,3,,FALSE,7/9/2019
45704,Asia,A,131,1,0,0,,FALSE,7/7/2019
187519,North America,A,3,8,3,2,,FALSE,7/5/2019
195114,South America,B,67,6,0,2,,FALSE,7/3/2019
195114,South America,B,154,1,0,2,,FALSE,7/5/2019
44709,Europe,B,190,8,2,2,,FALSE,7/6/2019
44709,Europe,B,181,9,3,3,,FALSE,7/4/2019
44709,Europe,B,73,7,7,3,,FALSE,7/9/2019
44709,Europe,B,171,4,2,0,49.57562687,TRUE,7/6/2019
44709,Europe,B,108,2,0,2,16.92917842,TRUE,7/6/2019
44709,Europe,B,51,3,2,2,51.68255036,TRUE,7/2/2019
44709,Europe,B,88,9,9,1,,FALSE,7/5/2019
44963,South America,Control,118,8,8,3,7.143512148,TRUE,7/4/2019
44963,South America,Control,5,1,1,1,,FALSE,7/3/2019
70481,South America,Control,105,10,5,1,80.32413082,TRUE,7/9/2019
70481,South America,Control,151,5,1,2,,FALSE,7/5/2019
70481,South America,Control,138,5,4,0,24.80023644,TRUE,7/3/2019
70481,South America,Control,102,6,1,0,,FALSE,7/9/2019
70481,South America,Control,126,1,0,2,10.65280876,TRUE,7/6/2019
70481,South America,Control,133,10,4,2,32.88228574,TRUE,7/5/2019
70481,South America,Control,158,4,0,2,,FALSE,7/9/2019
70481,South America,Control,136,2,0,1,,FALSE,7/8/2019
70481,South America,Control,164,5,3,3,51.41721962,TRUE,7/8/2019
194959,North America,B,31,8,5,3,,FALSE,7/3/2019
194959,North America,B,104,8,1,1,,FALSE,7/4/2019
194959,North America,B,23,10,6,3,,FALSE,7/5/2019
194959,North America,B,129,8,5,1,12.65696928,TRUE,7/5/2019
194959,North America,B,149,5,0,2,17.18447284,TRUE,7/9/2019
194959,North America,B,139,7,1,0,,FALSE,7/6/2019
194959,North America,B,188,5,4,3,,FALSE,7/6/2019
194959,North America,B,183,8,1,3,,FALSE,7/3/2019
66680,Asia,Control,198,5,0,3,2.560547323,TRUE,7/6/2019
66680,Asia,Control,67,4,3,1,,FALSE,7/4/2019
66680,Asia,Control,39,9,1,2,,FALSE,7/4/2019
66680,Asia,Control,114,4,0,0,,FALSE,7/9/2019
66680,Asia,Control,102,5,4,3,,FALSE,7/8/2019
66680,Asia,Control,162,10,10,2,,FALSE,7/2/2019
66680,Asia,Control,14,4,4,3,27.64662709,TRUE,7/5/2019
66680,Asia,Control,67,1,1,0,20.77812538,TRUE,7/4/2019
66680,Asia,Control,122,5,1,3,,FALSE,7/4/2019
66680,Asia,Control,175,7,3,3,,FALSE,7/2/2019
179379,Europe,B,113,5,5,1,,FALSE,7/9/2019
179379,Europe,B,21,8,8,1,99.67288683,TRUE,7/9/2019
179379,Europe,B,40,6,6,2,17.60999594,TRUE,7/6/2019
179379,Europe,B,192,3,0,2,,FALSE,7/4/2019
179379,Europe,B,119,3,3,0,,FALSE,7/4/2019
179379,Europe,B,85,9,5,0,98.3368043,TRUE,7/2/2019
154062,North America,Control,176,10,5,0,,FALSE,7/7/2019
154062,North America,Control,28,5,3,3,,FALSE,7/7/2019
154062,North America,Control,194,6,2,1,,FALSE,7/8/2019
154062,North America,Control,126,9,9,1,,FALSE,7/8/2019
154062,North America,Control,192,4,2,3,81.12240009,TRUE,7/6/2019
55323,Europe,Control,161,8,7,3,,FALSE,7/8/2019
55323,Europe,Control,118,1,1,2,,FALSE,7/4/2019
55323,Europe,Control,97,4,1,3,,FALSE,7/5/2019
55323,Europe,Control,118,8,3,2,,FALSE,7/6/2019
55323,Europe,Control,198,8,3,1,,FALSE,7/9/2019
138599,Asia,B,77,8,8,3,,FALSE,7/2/2019
138599,Asia,B,130,2,0,2,27.90969116,TRUE,7/9/2019
138599,Asia,B,163,8,0,3,84.71565733,TRUE,7/8/2019
138599,Asia,B,52,9,3,3,,FALSE,7/3/2019
138599,Asia,B,2,1,0,2,89.93709943,TRUE,7/8/2019
138599,Asia,B,185,4,0,1,,FALSE,7/9/2019
138599,Asia,B,97,9,3,3,,FALSE,7/7/2019
138599,Asia,B,153,6,1,0,55.88028422,TRUE,7/5/2019
103843,North America,A,94,1,0,2,,FALSE,7/5/2019
103843,North America,A,43,2,0,2,18.27114445,TRUE,7/9/2019
103843,North America,A,176,2,1,2,71.28969104,TRUE,7/8/2019
103843,North America,A,158,10,5,3,46.18975154,TRUE,7/4/2019
103843,North America,A,147,1,1,3,16.5536913,TRUE,7/4/2019
103843,North America,A,31,8,6,3,75.82552776,TRUE,7/7/2019
103843,North America,A,32,9,5,2,,FALSE,7/4/2019
103843,North America,A,41,3,1,0,62.85021668,TRUE,7/2/2019
103843,North America,A,20,5,0,2,79.56727601,TRUE,7/2/2019
185443,North America,B,184,3,2,1,15.62800805,TRUE,7/9/2019
185443,North America,B,143,6,0,0,,FALSE,7/4/2019
185443,North America,B,62,7,2,1,,FALSE,7/9/2019
185443,North America,B,31,7,1,2,95.11411394,TRUE,7/7/2019
76394,Asia,A,22,8,8,3,,FALSE,7/2/2019
76394,Asia,A,24,2,1,0,,FALSE,7/3/2019
76394,Asia,A,80,1,0,0,,FALSE,7/4/2019
76394,Asia,A,171,7,2,0,,FALSE,7/2/2019
176498,South America,B,128,5,5,0,,FALSE,7/2/2019
176498,South America,B,75,4,1,3,,FALSE,7/2/2019
176498,South America,B,25,9,4,3,62.30285301,TRUE,7/5/2019
176498,South America,B,1,1,1,3,,FALSE,7/4/2019
176498,South America,B,168,8,2,1,,FALSE,7/7/2019
176498,South America,B,93,3,1,1,,FALSE,7/9/2019
176498,South America,B,83,1,1,2,,FALSE,7/9/2019
176498,South America,B,68,8,6,3,,FALSE,7/7/2019
176498,South America,B,49,5,2,2,57.45281398,TRUE,7/9/2019
19753,Europe,A,163,4,4,3,,FALSE,7/8/2019
19753,Europe,A,155,10,3,3,,FALSE,7/5/2019
19753,Europe,A,198,5,0,0,27.0030164,TRUE,7/9/2019
19753,Europe,A,186,8,6,2,,FALSE,7/4/2019
19753,Europe,A,174,10,3,3,,FALSE,7/9/2019
152572,Africa,B,155,4,4,2,,FALSE,7/8/2019
152572,Africa,B,46,9,6,2,44.46955044,TRUE,7/8/2019
152572,Africa,B,150,4,0,2,,FALSE,7/5/2019
152572,Africa,B,16,10,10,1,,FALSE,7/7/2019
152572,Africa,B,55,3,2,1,,FALSE,7/6/2019
152572,Africa,B,170,3,0,2,,FALSE,7/7/2019
152572,Africa,B,10,8,6,1,67.2201589,TRUE,7/8/2019
152572,Africa,B,37,5,5,2,6.937131281,TRUE,7/8/2019
152572,Africa,B,51,2,0,1,34.72225673,TRUE,7/7/2019
161893,North America,Control,117,6,2,2,,FALSE,7/2/2019
161893,North America,Control,178,9,3,3,55.07937696,TRUE,7/4/2019
161893,North America,Control,27,5,2,0,,FALSE,7/6/2019
161893,North America,Control,158,5,4,2,,FALSE,7/2/2019
161893,North America,Control,143,5,0,3,15.30627404,TRUE,7/3/2019
161893,North America,Control,132,3,1,1,42.46736392,TRUE,7/4/2019
161893,North America,Control,188,9,0,3,30.33445643,TRUE,7/6/2019
161893,North America,Control,11,10,7,3,44.55266205,TRUE,7/4/2019
161893,North America,Control,70,4,0,1,,FALSE,7/3/2019
161893,North America,Control,162,9,4,1,,FALSE,7/4/2019
64438,Europe,A,79,4,3,0,50.34291487,TRUE,7/8/2019
146882,Asia,A,37,5,1,2,,FALSE,7/3/2019
146882,Asia,A,188,10,2,1,,FALSE,7/6/2019
146882,Asia,A,199,6,5,0,,FALSE,7/8/2019
146882,Asia,A,97,8,8,1,86.38564428,TRUE,7/2/2019
146882,Asia,A,185,8,0,1,30.23502528,TRUE,7/5/2019
146882,Asia,A,125,7,1,1,,FALSE,7/6/2019
146882,Asia,A,12,9,2,3,72.9969252,TRUE,7/9/2019
146882,Asia,A,132,6,0,3,,FALSE,7/7/2019
146882,Asia,A,144,6,0,1,27.09395619,TRUE,7/6/2019
134799,North America,Control,117,2,0,2,,FALSE,7/4/2019
134799,North America,Control,76,10,2,3,,FALSE,7/3/2019
134799,North America,Control,45,6,2,1,12.53784744,TRUE,7/4/2019
134799,North America,Control,106,5,4,3,89.6352014,TRUE,7/3/2019
134799,North America,Control,26,6,1,1,,FALSE,7/5/2019
147573,Europe,A,173,8,6,3,,FALSE,7/4/2019
147573,Europe,A,0,5,2,2,,FALSE,7/3/2019
147573,Europe,A,195,10,2,0,,FALSE,7/6/2019
44633,Europe,Control,157,9,4,0,,FALSE,7/4/2019
44633,Europe,Control,18,7,6,1,41.0063799,TRUE,7/6/2019
44633,Europe,Control,46,3,0,1,,FALSE,7/5/2019
44633,Europe,Control,167,4,3,3,,FALSE,7/2/2019
44633,Europe,Control,78,4,2,3,,FALSE,7/2/2019
44633,Europe,Control,20,6,0,1,,FALSE,7/2/2019
44633,Europe,Control,114,6,3,1,,FALSE,7/7/2019
45224,Asia,A,105,5,2,3,,FALSE,7/9/2019
45224,Asia,A,102,7,6,3,12.53795848,TRUE,7/4/2019
45224,Asia,A,29,8,7,0,,FALSE,7/2/2019
45224,Asia,A,47,10,5,3,,FALSE,7/3/2019
45224,Asia,A,61,5,5,1,86.20117506,TRUE,7/4/2019
45224,Asia,A,149,10,2,3,,FALSE,7/8/2019
45224,Asia,A,46,2,2,2,,FALSE,7/9/2019
45224,Asia,A,198,4,4,3,,FALSE,7/3/2019
45224,Asia,A,111,8,1,2,55.02737764,TRUE,7/7/2019
116859,Europe,A,69,3,0,0,3.771009179,TRUE,7/3/2019
116859,Europe,A,86,1,1,1,91.73625094,TRUE,7/8/2019
116859,Europe,A,96,10,7,3,,FALSE,7/5/2019
116859,Europe,A,25,6,3,3,,FALSE,7/3/2019
116859,Europe,A,42,1,0,3,,FALSE,7/4/2019
116859,Europe,A,25,10,8,0,26.14121545,TRUE,7/6/2019
116859,Europe,A,113,5,2,2,,FALSE,7/5/2019
116859,Europe,A,131,6,4,3,,FALSE,7/7/2019
143214,North America,B,66,9,2,0,22.74611241,TRUE,7/4/2019
143214,North America,B,1,6,5,2,,FALSE,7/4/2019
143214,North America,B,194,8,8,3,10.39963729,TRUE,7/3/2019
143214,North America,B,163,6,5,1,61.3089377,TRUE,7/9/2019
143214,North America,B,51,8,6,2,,FALSE,7/6/2019
143214,North America,B,35,3,3,0,,FALSE,7/8/2019
116580,Africa,Control,66,5,4,2,,FALSE,7/4/2019
116580,Africa,Control,82,6,1,0,7.734850229,TRUE,7/5/2019
133633,North America,Control,73,4,1,0,40.95906421,TRUE,7/5/2019
133633,North America,Control,38,2,1,3,,FALSE,7/4/2019
133633,North America,Control,80,8,7,1,,FALSE,7/6/2019
133633,North America,Control,115,9,4,0,30.95933524,TRUE,7/5/2019
133633,North America,Control,89,8,1,1,,FALSE,7/7/2019
55267,North America,A,48,6,6,2,,FALSE,7/6/2019
55267,North America,A,82,8,1,0,56.80683532,TRUE,7/4/2019
55267,North America,A,55,9,3,3,,FALSE,7/9/2019
55267,North America,A,149,3,1,2,84.68126673,TRUE,7/8/2019
55267,North America,A,196,10,5,1,77.91369242,TRUE,7/5/2019
55267,North America,A,121,4,0,0,,FALSE,7/8/2019
55267,North America,A,45,5,5,1,,FALSE,7/8/2019
169592,Africa,A,161,9,2,1,73.48997909,TRUE,7/8/2019
35543,Africa,Control,190,9,7,1,63.35461883,TRUE,7/8/2019
35543,Africa,Control,79,5,5,0,15.96684728,TRUE,7/5/2019
35543,Africa,Control,99,2,2,0,,FALSE,7/5/2019
35543,Africa,Control,179,10,5,2,,FALSE,7/2/2019
35543,Africa,Control,91,1,1,0,25.37136415,TRUE,7/6/2019
35543,Africa,Control,95,6,0,0,,FALSE,7/4/2019
119746,Europe,B,3,10,4,1,,FALSE,7/8/2019
119746,Europe,B,75,3,2,0,,FALSE,7/7/2019
119746,Europe,B,120,1,0,0,87.44425462,TRUE,7/8/2019
119746,Europe,B,8,1,0,2,71.64634297,TRUE,7/2/2019
119746,Europe,B,125,4,2,1,14.49975694,TRUE,7/4/2019
119746,Europe,B,3,3,1,1,23.70865279,TRUE,7/7/2019
119746,Europe,B,44,5,5,0,,FALSE,7/9/2019
119746,Europe,B,164,3,2,1,15.25986819,TRUE,7/3/2019
119746,Europe,B,3,2,2,1,,FALSE,7/5/2019
119746,Europe,B,73,8,6,0,,FALSE,7/3/2019
70801,South America,B,118,6,3,1,,FALSE,7/3/2019
70801,South America,B,105,5,1,0,93.28479233,TRUE,7/7/2019
70801,South America,B,28,8,6,2,98.83722096,TRUE,7/5/2019
70801,South America,B,34,6,1,1,,FALSE,7/9/2019
70801,South America,B,194,1,1,3,,FALSE,7/4/2019
76899,North America,Control,16,6,4,0,,FALSE,7/4/2019
76899,North America,Control,78,4,1,2,,FALSE,7/4/2019
32220,South America,Control,18,4,2,0,,FALSE,7/8/2019
32220,South America,Control,70,1,0,3,55.78933815,TRUE,7/4/2019
32220,South America,Control,26,7,7,0,,FALSE,7/6/2019
32220,South America,Control,183,10,1,0,,FALSE,7/6/2019
32220,South America,Control,23,10,4,0,75.04387048,TRUE,7/7/2019
32220,South America,Control,22,4,2,0,63.96729719,TRUE,7/5/2019
140075,Asia,B,22,10,2,0,58.68400644,TRUE,7/8/2019
140075,Asia,B,75,3,0,0,,FALSE,7/2/2019
140075,Asia,B,9,8,1,3,,FALSE,7/6/2019
140075,Asia,B,84,8,4,1,77.65788759,TRUE,7/9/2019
140075,Asia,B,24,2,1,2,,FALSE,7/5/2019
140075,Asia,B,162,10,1,0,87.42324667,TRUE,7/5/2019
140075,Asia,B,10,3,2,2,27.18213923,TRUE,7/5/2019
172389,Europe,B,21,10,3,0,,FALSE,7/6/2019
39973,North America,Control,5,10,9,1,,FALSE,7/2/2019
39973,North America,Control,48,1,1,2,,FALSE,7/2/2019
39973,North America,Control,144,6,6,0,,FALSE,7/5/2019
39973,North America,Control,35,4,2,1,86.91952618,TRUE,7/9/2019
39973,North America,Control,24,6,1,1,,FALSE,7/7/2019
39973,North America,Control,12,6,1,2,,FALSE,7/3/2019
132024,North America,B,117,9,3,1,,FALSE,7/3/2019
132024,North America,B,50,5,2,2,90.44940468,TRUE,7/3/2019
132024,North America,B,26,8,2,3,,FALSE,7/2/2019
132024,North America,B,185,5,3,3,,FALSE,7/2/2019
132024,North America,B,116,1,1,1,,FALSE,7/3/2019
132024,North America,B,70,9,0,0,48.87492331,TRUE,7/7/2019
132024,North America,B,50,8,4,2,,FALSE,7/5/2019
132024,North America,B,97,6,3,0,,FALSE,7/6/2019
132024,North America,B,108,6,5,2,,FALSE,7/9/2019
132024,North America,B,120,2,2,3,,FALSE,7/9/2019
189940,North America,B,71,6,4,0,,FALSE,7/5/2019
47810,Asia,A,74,9,8,1,,FALSE,7/8/2019
47810,Asia,A,83,3,3,0,,FALSE,7/7/2019
47810,Asia,A,187,4,1,3,89.1896526,TRUE,7/9/2019
47810,Asia,A,80,9,9,0,,FALSE,7/4/2019
51451,Asia,A,110,9,7,3,63.10447129,TRUE,7/6/2019
51451,Asia,A,89,9,6,0,,FALSE,7/9/2019
51451,Asia,A,24,10,9,1,47.14242298,TRUE,7/9/2019
51451,Asia,A,50,9,1,0,29.91804254,TRUE,7/3/2019
51451,Asia,A,12,4,0,1,,FALSE,7/5/2019
51451,Asia,A,200,5,5,2,,FALSE,7/5/2019
51451,Asia,A,154,8,4,0,6.417437232,TRUE,7/3/2019
166941,South America,A,55,6,2,3,,FALSE,7/6/2019
166941,South America,A,8,4,3,1,,FALSE,7/3/2019
166941,South America,A,68,9,3,2,,FALSE,7/4/2019
166941,South America,A,112,6,0,2,,FALSE,7/4/2019
166941,South America,A,27,7,0,0,48.4003183,TRUE,7/8/2019
166941,South America,A,133,2,0,0,,FALSE,7/2/2019
166941,South America,A,37,1,0,3,6.234730743,TRUE,7/2/2019
166941,South America,A,98,6,6,0,15.51871887,TRUE,7/7/2019
166941,South America,A,100,9,8,0,,FALSE,7/4/2019
172214,South America,B,93,3,0,0,,FALSE,7/8/2019
172214,South America,B,64,1,0,2,65.88340365,TRUE,7/8/2019
172214,South America,B,90,9,4,2,,FALSE,7/6/2019
172214,South America,B,98,8,0,1,,FALSE,7/4/2019
163277,Europe,Control,8,7,7,1,,FALSE,7/9/2019
163277,Europe,Control,98,1,0,3,98.83274776,TRUE,7/3/2019
163277,Europe,Control,95,7,2,0,,FALSE,7/6/2019
163277,Europe,Control,194,1,0,0,92.85784075,TRUE,7/4/2019
163277,Europe,Control,110,3,0,0,,FALSE,7/3/2019
90218,Africa,Control,167,3,2,2,17.09514696,TRUE,7/6/2019
90218,Africa,Control,33,6,6,3,,FALSE,7/6/2019
90218,Africa,Control,87,8,3,0,,FALSE,7/2/2019
90218,Africa,Control,41,9,0,2,64.59533193,TRUE,7/6/2019
90218,Africa,Control,147,2,2,3,74.03350507,TRUE,7/9/2019
90218,Africa,Control,69,1,1,2,20.84080955,TRUE,7/9/2019
90218,Africa,Control,65,10,0,2,,FALSE,7/7/2019
182272,South America,B,169,8,8,3,,FALSE,7/4/2019
182272,South America,B,28,9,1,3,,FALSE,7/6/2019
21382,North America,A,75,1,1,0,,FALSE,7/3/2019
21382,North America,A,185,4,2,3,,FALSE,7/8/2019
172962,North America,Control,116,5,2,1,,FALSE,7/4/2019
172962,North America,Control,42,3,1,1,60.01366384,TRUE,7/4/2019
172962,North America,Control,22,5,5,3,,FALSE,7/6/2019
172962,North America,Control,159,3,1,3,,FALSE,7/2/2019
172962,North America,Control,139,3,1,0,,FALSE,7/4/2019
172962,North America,Control,182,6,6,3,43.09969407,TRUE,7/9/2019
105851,North America,B,105,3,2,0,,FALSE,7/3/2019
105851,North America,B,180,2,2,1,29.86907201,TRUE,7/5/2019
105851,North America,B,34,9,9,3,,FALSE,7/5/2019
86204,Europe,Control,48,4,4,3,81.8850921,TRUE,7/6/2019
86204,Europe,Control,2,4,4,0,,FALSE,7/7/2019
86204,Europe,Control,3,5,2,2,,FALSE,7/7/2019
86204,Europe,Control,137,7,0,1,,FALSE,7/5/2019
86204,Europe,Control,30,9,9,0,,FALSE,7/7/2019
86204,Europe,Control,60,1,0,3,,FALSE,7/5/2019
86204,Europe,Control,61,3,1,0,,FALSE,7/7/2019
86204,Europe,Control,120,1,0,0,4.442980949,TRUE,7/8/2019
86204,Europe,Control,188,3,2,0,,FALSE,7/3/2019
17272,Africa,Control,121,4,4,0,19.1206641,TRUE,7/2/2019
17272,Africa,Control,149,5,4,3,,FALSE,7/6/2019
17272,Africa,Control,159,9,3,0,31.19723644,TRUE,7/5/2019
83350,Asia,Control,119,4,3,2,18.21956271,TRUE,7/8/2019
83350,Asia,Control,155,5,4,3,,FALSE,7/7/2019
83350,Asia,Control,38,10,0,3,87.66507428,TRUE,7/9/2019
83350,Asia,Control,104,3,2,0,33.11264815,TRUE,7/4/2019
83350,Asia,Control,127,1,1,3,62.51019608,TRUE,7/8/2019
83350,Asia,Control,139,7,5,1,,FALSE,7/6/2019
100656,Europe,A,185,2,0,2,,FALSE,7/5/2019
100656,Europe,A,174,7,5,1,75.45365259,TRUE,7/5/2019
100656,Europe,A,106,1,1,1,,FALSE,7/2/2019
100656,Europe,A,149,5,2,0,,FALSE,7/2/2019
100656,Europe,A,9,8,6,2,38.70996976,TRUE,7/8/2019
100656,Europe,A,52,7,0,3,,FALSE,7/5/2019
100656,Europe,A,25,5,2,3,,FALSE,7/8/2019
100656,Europe,A,163,9,1,3,,FALSE,7/9/2019
178232,South America,B,60,4,0,3,,FALSE,7/8/2019
178232,South America,B,168,3,0,3,,FALSE,7/9/2019
36409,Europe,B,140,2,2,1,,FALSE,7/8/2019
36409,Europe,B,98,7,0,0,93.27972516,TRUE,7/3/2019
36409,Europe,B,101,5,5,1,,FALSE,7/5/2019
36409,Europe,B,62,1,1,2,,FALSE,7/3/2019
36409,Europe,B,70,7,6,3,,FALSE,7/9/2019
36409,Europe,B,21,5,4,2,,FALSE,7/6/2019
164762,Asia,B,121,3,0,3,6.592083001,TRUE,7/4/2019
94909,Europe,A,178,9,4,3,,FALSE,7/3/2019
94909,Europe,A,166,3,0,1,,FALSE,7/3/2019
94909,Europe,A,52,6,6,0,,FALSE,7/8/2019
94909,Europe,A,166,10,9,1,33.85848803,TRUE,7/7/2019
94909,Europe,A,67,3,3,0,,FALSE,7/2/2019
94909,Europe,A,41,4,2,1,,FALSE,7/3/2019
